customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1998,Hamil,Britch,Male,13,3/26/1975,49,Media Manager IV,Manufacturing,High Net Worth,N,No,21
1999,Raquel,Bamlett,Female,6,8/16/1962,61,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7
2000,Kain,Rene,U,68,,123.91,Assistant Professor,IT,High Net Worth,N,Yes,
2001,Mada,Martinho,Female,21,10/6/1977,46,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3
2002,Matilde,Hamsher,Female,55,6/20/1971,52,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12
2003,Lilli,Hargey,Female,80,6/21/1962,61,Statistician III,Manufacturing,High Net Worth,N,Yes,8
2004,Brandy,Showering,Male,16,6/12/1963,60,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10
2005,Marina,McElwee,Female,41,8/20/1978,45,Accountant I,Manufacturing,High Net Worth,N,No,17
2006,Hyacinthia,Tuley,Female,33,10/4/1999,24,Senior Developer,Property,High Net Worth,N,Yes,2
2007,Gail,Scarrisbrick,Male,8,4/13/1970,54,Programmer I,Manufacturing,Mass Customer,N,Yes,15
2008,Jamill,Cudd,Male,77,7/27/1993,30,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3
2009,Neilla,Castrillo,Female,19,3/16/1960,64,Staff Accountant IV,Health,Affluent Customer,N,Yes,19
2010,Duff,Guyer,Male,88,1/31/1974,50,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7
2011,Guthrie,MacAne,Male,68,1/22/1978,46,VP Sales,Manufacturing,High Net Worth,N,Yes,12
2012,Maisey,Lavell,Female,55,9/7/1972,51,Health Coach I,Health,High Net Worth,N,No,4
2013,Marge,Girault,Female,99,8/10/1995,28,Registered Nurse,Health,Affluent Customer,N,Yes,19
2014,Sandye,Avraam,Female,49,5/25/1990,33,Associate Professor,Manufacturing,Mass Customer,N,Yes,8
2015,Charyl,Sibson,Female,6,2/19/1974,50,Health Coach IV,Health,Affluent Customer,N,No,7
2016,Laraine,Merioth,Female,89,11/19/1998,25,Executive Secretary,Retail,Affluent Customer,N,Yes,1
2017,Ezri,Sadry,Male,67,2/11/1995,29,Programmer II,Financial Services,Affluent Customer,N,Yes,6
2018,Richie,Matts,Male,80,1/30/1963,61,Senior Developer,Financial Services,Affluent Customer,N,No,12
2019,Neda,Perkis,Female,48,9/13/1953,70,VP Marketing,Entertainment,High Net Worth,N,No,17
2020,Portia,Proudlock,Female,50,5/6/1971,53,Biostatistician IV,Property,Affluent Customer,N,Yes,14
2021,Ulrica,Abelwhite,U,31,,123.91,Software Test Engineer I,IT,High Net Worth,N,Yes,
2022,Mortimer,Iremonger,Male,79,7/3/1982,41,,IT,Affluent Customer,N,No,7
2023,Marco,Denziloe,Male,15,1/11/1971,53,Associate Professor,n/a,High Net Worth,N,No,10
2024,Elinor,Biggerstaff,Female,69,7/14/2000,23,VP Sales,IT,Mass Customer,N,Yes,2
2025,Agosto,Thon,Male,59,4/15/1982,42,VP Quality Control,n/a,Mass Customer,N,Yes,3
2026,Anabelle,Rogerson,Female,62,9/18/1987,36,Structural Engineer,Property,Mass Customer,N,Yes,7
2027,Whitney,Dahle,Male,89,9/2/1964,59,VP Product Management,n/a,High Net Worth,N,No,10
2028,Cathy,Parmley,Female,25,12/10/1976,47,Director of Sales,Retail,Affluent Customer,N,Yes,18
2029,Charlie,Hastilow,Male,10,3/10/1992,32,Nurse,Manufacturing,Mass Customer,N,No,7
2030,Xymenes,Sprull,Male,3,1/9/1961,63,Administrative Officer,Property,High Net Worth,N,No,15
2031,Philbert,Albone,Male,99,1/21/1987,37,Geologist III,n/a,Mass Customer,N,No,12
2032,Theodore,Chicchelli,Male,98,9/9/1983,40,Quality Control Specialist,Property,Mass Customer,N,Yes,9
2033,Mar,Philippon,Male,36,8/31/1971,52,Dental Hygienist,Health,High Net Worth,N,No,10
2034,June,Haslam,Female,87,1/10/1974,50,Speech Pathologist,Manufacturing,Mass Customer,N,No,8
2035,Kylie,Terese,Male,40,6/1/1979,44,Senior Developer,Health,Mass Customer,N,No,19
2036,Alix,Gilliland,Female,11,4/29/1977,47,,n/a,Mass Customer,N,No,17
2037,Irwin,Ryall,Male,19,1/4/1989,35,VP Marketing,IT,Mass Customer,N,No,6
2038,Fae,Done,Female,9,11/26/1959,64,Structural Engineer,Financial Services,Mass Customer,N,Yes,5
2039,Laureen,Blower,Female,38,3/26/1978,46,Senior Developer,IT,High Net Worth,N,Yes,7
2040,Gal,Scardafield,Male,25,9/5/1969,54,VP Sales,Retail,Affluent Customer,N,Yes,12
2041,Mort,Heath,Male,52,10/27/1957,66,VP Accounting,Financial Services,Mass Customer,N,No,17
2042,Bendix,Cooke,Male,65,8/14/1968,55,Registered Nurse,Health,Mass Customer,N,No,17
2043,Veronike,Clampett,Female,67,9/5/1977,46,Software Consultant,n/a,Mass Customer,N,No,7
2044,Leyla,Eddington,Female,84,8/2/1998,25,Quality Engineer,Health,Mass Customer,N,Yes,1
2045,Hermina,Franzel,Female,15,7/3/1984,39,VP Sales,Financial Services,High Net Worth,N,No,15
2046,Charis,Maas,Female,3,7/27/1959,64,Marketing Manager,n/a,Mass Customer,N,Yes,13
2047,Kirsten,Slegg,Female,45,4/13/1975,49,Paralegal,Financial Services,Affluent Customer,N,Yes,21
2048,Sorcha,Genthner,Female,22,4/13/1960,64,Financial Advisor,Financial Services,High Net Worth,N,No,13
2049,Jud,Purchon,Male,21,2/12/1962,62,Assistant Professor,Manufacturing,High Net Worth,N,No,5
2050,Opal,Costa,Female,22,6/26/1954,69,Business Systems Development Analyst,n/a,Mass Customer,N,Yes,5
2051,Teresita,Drinnan,Female,8,6/15/1959,64,Geological Engineer,Manufacturing,Affluent Customer,N,No,20
2052,Ganny,Sealeaf,Male,5,11/30/1955,68,,Retail,Mass Customer,N,Yes,8
2053,Horatius,Dufton,Male,7,5/28/1978,45,,Financial Services,Affluent Customer,N,Yes,11
2054,Horace,Gilpillan,Male,12,8/21/1995,28,,Manufacturing,Mass Customer,N,Yes,22
2055,Harmon,Bakster,Male,46,9/14/1980,43,Administrative Assistant III,Retail,High Net Worth,N,No,7
2056,Cristin,Smoughton,Female,65,3/4/1986,38,Biostatistician IV,Property,High Net Worth,N,No,22
2057,Elianora,Sally,Female,99,10/4/1959,64,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15
2058,Ronna,Wickersham,Female,99,2/4/1978,46,Database Administrator I,Argiculture,High Net Worth,N,No,7
2059,Kylen,Gimson,Female,21,2/15/1977,47,Graphic Designer,n/a,High Net Worth,N,No,12
2060,Constancia,Akram,Female,17,1/23/1959,65,Statistician II,Financial Services,Mass Customer,N,No,17
2061,Loralyn,,Female,71,1/24/1983,41,Technical Writer,Manufacturing,High Net Worth,N,No,4
2062,Guillermo,Kolakovic,Male,67,8/19/1976,47,Junior Executive,Retail,Mass Customer,N,No,18
2063,Benny,Crudge,Male,55,6/17/1963,60,Clinical Specialist,Health,Affluent Customer,N,No,16
2064,Reynard,Jaffrey,Male,99,5/19/1969,54,VP Marketing,Health,Mass Customer,N,Yes,18
2065,Silvio,Henrichs,Male,66,3/13/1978,46,Technical Writer,Retail,Mass Customer,N,Yes,12
2066,Skipp,McLarens,Male,91,12/21/1969,54,Food Chemist,Health,High Net Worth,N,Yes,12
2067,Slade,Mulvin,Male,81,5/5/1979,45,Registered Nurse,Health,Mass Customer,N,No,17
2068,Wandie,Nare,Female,23,8/8/1956,67,Account Representative I,n/a,High Net Worth,N,No,8
2069,Sol,Holdron,U,32,,123.91,Software Test Engineer IV,IT,Mass Customer,N,Yes,
2070,Tiphany,Leppington,Female,0,12/5/1981,42,Recruiting Manager,n/a,Mass Customer,N,No,8
2071,Ardis,Ramelet,Female,69,2/7/1978,46,,n/a,Mass Customer,N,No,10
2072,Margie,Tillyer,Female,30,4/20/1960,64,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9
2073,Linea,,Female,87,1/30/1974,50,,Manufacturing,High Net Worth,N,Yes,10
2074,Roslyn,Rawdall,Female,90,6/11/1997,26,,Financial Services,Mass Customer,N,No,4
2075,Devondra,Jovis,Female,95,4/23/1973,51,Environmental Tech,Manufacturing,Mass Customer,N,No,8
2076,Beatriz,Tweddle,Female,73,6/3/1969,54,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5
2077,Tobe,Lindroos,Female,67,2/26/1992,32,Cost Accountant,Financial Services,Mass Customer,N,Yes,7
2078,Joice,Govett,Female,15,8/30/1989,34,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,3
2079,Eda,,Female,49,7/29/1956,67,Account Executive,n/a,High Net Worth,N,No,11
2080,Rosamond,Sainer,Female,15,8/7/1959,64,Human Resources Assistant IV,n/a,High Net Worth,N,No,17
2081,Gelya,Coaker,Female,69,6/21/1972,51,Senior Editor,Financial Services,Mass Customer,N,No,13
2082,Sybyl,Beekman,Female,38,12/7/1979,44,Legal Assistant,Health,Affluent Customer,N,Yes,19
2083,Karee,Ortler,Female,5,7/18/1980,43,,n/a,Mass Customer,N,No,4
2084,Britni,Menguy,Female,6,10/3/1986,37,,IT,Mass Customer,N,Yes,17
2085,Carolynn,Samsin,Female,83,5/3/1956,68,Pharmacist,Health,Mass Customer,N,No,11
2086,Gayle,Cockerell,Male,68,1/3/1997,27,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1
2087,Yehudi,Sandon,Male,76,6/8/1969,54,Administrative Officer,IT,Mass Customer,N,Yes,15
2088,Ernie,Wankel,Male,2,10/9/1969,54,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14
2089,Erie,Ballston,Male,93,1/7/1958,66,Safety Technician I,Financial Services,High Net Worth,N,No,15
2090,Stanton,Schimoni,Male,63,12/5/1964,59,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17
2091,Dominga,Crosfield,Female,27,6/22/1980,43,Office Assistant II,Argiculture,Mass Customer,N,No,9
2092,Stavros,Hazelby,Male,14,12/22/1977,46,Safety Technician IV,Manufacturing,High Net Worth,N,No,18
2093,Salem,Doiley,Male,94,9/10/1999,24,Programmer II,Financial Services,High Net Worth,N,No,2
2094,Merle,Pesticcio,Male,15,1/27/1984,40,Biostatistician IV,n/a,Mass Customer,N,No,16
2095,Anette,Guerreiro,Female,69,11/13/1989,34,Account Executive,Manufacturing,Affluent Customer,N,No,8
2096,Torrie,Smartman,Female,74,5/21/1969,54,Programmer III,Telecommunications,High Net Worth,N,Yes,12
2097,Web,Decaze,Male,38,4/8/1988,36,Recruiter,Telecommunications,Mass Customer,N,No,21
2098,Ame,Tossell,Female,82,12/13/1969,54,Dental Hygienist,Health,High Net Worth,N,No,16
2099,Mikel,McKechnie,Male,40,10/3/1959,64,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19
2100,Der,Blatcher,Male,34,5/30/1978,45,Marketing Assistant,IT,Mass Customer,N,No,14
2101,Maryann,,Female,71,3/8/1998,26,General Manager,n/a,Mass Customer,N,Yes,2
2102,Carl,Penquet,Male,80,1/8/1976,48,Senior Editor,n/a,Affluent Customer,N,No,5
2103,Jayme,Hendin,Male,94,9/22/1975,48,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18
2104,Livy,Roote,Female,31,1/29/1979,45,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11
2105,Terrance,Goligher,Male,29,11/11/1971,52,Food Chemist,Health,High Net Worth,N,Yes,6
2106,Antons,Ley,Male,91,3/19/1970,54,Project Manager,Financial Services,High Net Worth,N,Yes,13
2107,Dre,Ferrillo,Female,2,7/10/1992,31,Biostatistician IV,IT,Affluent Customer,N,Yes,4
2108,Michel,O'Halligan,Female,41,11/24/1985,38,Software Test Engineer IV,Property,Mass Customer,N,Yes,18
2109,Grazia,Vinson,Female,14,4/13/1965,59,Account Representative II,Health,High Net Worth,N,Yes,18
2110,Gard,Marris,Male,29,7/31/1973,50,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14
2111,Ellis,Vokes,Male,98,12/28/1973,50,Speech Pathologist,Property,Affluent Customer,N,Yes,12
2112,Aubrie,Glaum,Female,64,5/17/1993,30,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6
2113,Nita,Bushell,Female,91,1/6/1972,52,Internal Auditor,Manufacturing,Affluent Customer,N,No,17
2114,Erick,Caveill,Male,78,11/29/1954,69,Safety Technician III,Argiculture,High Net Worth,N,No,19
2115,Shannon,Pflieger,Male,17,8/31/1975,48,Food Chemist,Health,Mass Customer,N,Yes,17
2116,Wyndham,Ecob,Male,81,1/20/1979,45,Research Associate,Financial Services,Affluent Customer,N,Yes,9
2117,Llywellyn,Christall,Male,76,6/14/1995,28,Computer Systems Analyst I,Health,Affluent Customer,N,No,3
2118,Ulrick,Calyton,Male,29,7/22/1978,45,Developer III,n/a,High Net Worth,N,No,7
2119,Dorise,Bellon,Female,51,3/1/1985,39,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17
2120,Clare,Attoe,Male,80,1/3/1997,27,Web Designer III,Manufacturing,Mass Customer,N,No,1
2121,Clarita,Jaqueminet,Female,35,2/15/1989,35,Nurse,Financial Services,Mass Customer,N,Yes,22
2122,Osborne,Nawton,Male,85,1/27/1973,51,Registered Nurse,Health,High Net Worth,N,Yes,11
2123,Shirley,Negal,Female,36,3/19/1993,31,Software Engineer II,Manufacturing,Affluent Customer,N,No,2
2124,Damien,Bartczak,Male,17,1/30/1978,46,,Retail,High Net Worth,N,No,18
2125,Laurene,Linstead,Female,9,1/27/1975,49,VP Quality Control,Financial Services,High Net Worth,N,No,18
2126,Hugibert,Getcliff,Male,65,3/29/1958,66,Product Engineer,Health,Mass Customer,N,Yes,17
2127,Wanids,Baudet,Female,66,2/15/1974,50,Web Designer I,Manufacturing,Mass Customer,N,No,7
2128,Gregorius,Cockram,Male,31,9/25/1976,47,Data Coordiator,Property,Affluent Customer,N,Yes,16
2129,Barron,Waszkiewicz,Male,26,10/7/1980,43,Electrical Engineer,Manufacturing,High Net Worth,N,No,3
2130,Evangelina,Coxhell,Female,95,1/1/1990,34,Structural Engineer,Property,High Net Worth,N,Yes,16
2131,Nettle,Painter,Female,12,3/21/1971,53,Payment Adjustment Coordinator,n/a,Mass Customer,N,Yes,7
2132,Davina,Dougary,Female,16,2/2/1985,39,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22
2133,Clarissa,Blaisdale,Female,44,1/20/1998,26,General Manager,Financial Services,High Net Worth,N,No,3
2134,Crosby,Ruoff,Male,16,2/21/2000,24,Nurse,Manufacturing,Affluent Customer,N,No,2
2135,Teador,Laurant,Male,97,9/18/1980,43,Structural Engineer,n/a,Mass Customer,N,Yes,15
2136,Heather,Golsworthy,Female,21,7/12/1965,58,Office Assistant I,Health,High Net Worth,N,Yes,5
2137,Renie,,Female,46,6/22/1971,52,Chemical Engineer,Manufacturing,Affluent Customer,N,No,5
2138,Jonell,Gon,Female,23,11/28/1978,45,Graphic Designer,Manufacturing,High Net Worth,N,No,15
2139,Carolina,Brands,Female,87,2/6/1982,42,Accountant II,IT,Affluent Customer,N,Yes,7
2140,Hilario,Ramsdell,Male,59,9/30/1976,47,Help Desk Operator,Telecommunications,High Net Worth,N,No,21
2141,Georgie,Bruggen,Female,50,8/21/1964,59,Programmer I,Financial Services,High Net Worth,N,Yes,4
2142,Marti,McComish,Female,61,7/2/1979,44,Biostatistician IV,n/a,Affluent Customer,N,No,7
2143,Napoleon,Terron,Male,53,12/23/1963,60,Business Systems Development Analyst,n/a,High Net Worth,N,Yes,10
2144,Maureene,Kingstne,Female,12,4/11/1978,46,Office Assistant IV,Property,Mass Customer,N,Yes,9
2145,Adrea,Quittonden,Female,44,11/11/1959,64,Librarian,Entertainment,Affluent Customer,N,Yes,19
2146,Timmie,Lenden,Male,75,1/25/1967,57,,n/a,Mass Customer,N,No,13
2147,Franzen,Kielty,Male,42,11/4/1998,25,Engineer IV,n/a,High Net Worth,N,Yes,1
2148,Annis,Freeth,Female,78,3/20/1989,35,Engineer I,Manufacturing,Mass Customer,N,Yes,15
2149,Lana,Druce,Female,26,5/19/1978,45,Professor,n/a,High Net Worth,N,No,6
2150,Huntlee,Pashba,Male,75,9/5/1959,64,,Retail,Affluent Customer,N,Yes,8
2151,Herrick,Gammett,Male,9,10/23/1986,37,,Entertainment,Affluent Customer,N,No,6
2152,Junina,Labone,Female,40,11/5/1968,55,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19
2153,Jimmy,,Male,22,10/13/1986,37,Financial Analyst,Financial Services,Mass Customer,N,No,10
2154,Bird,Bolf,Female,86,1/8/1980,44,Chemical Engineer,Manufacturing,High Net Worth,N,No,6
2155,Fayth,Millions,Female,24,1/9/1964,60,Data Coordiator,n/a,Mass Customer,N,No,14
2156,Darill,Mowday,Male,96,4/8/1977,47,Desktop Support Technician,Retail,Mass Customer,N,Yes,18
2157,Alidia,Petyankin,Female,52,1/30/1978,46,Community Outreach Specialist,Property,Mass Customer,N,No,19
2158,Caesar,Begbie,Male,11,12/18/1960,63,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6
2159,Godfrey,Bottini,Male,19,10/5/1963,60,,n/a,High Net Worth,N,Yes,6
2160,Kettie,Cantopher,Female,64,6/26/1971,52,Recruiter,Health,Mass Customer,N,Yes,15
2161,Tommie,Mardle,Male,35,1/14/1998,26,,Financial Services,Mass Customer,N,No,4
2162,Andrew,Blunt,Male,49,5/9/1974,50,Paralegal,Financial Services,High Net Worth,N,Yes,10
2163,Tim,Guilliatt,Male,41,12/25/1996,27,VP Product Management,n/a,Mass Customer,N,Yes,6
2164,Toinette,Clementson,Female,12,8/16/1973,50,Financial Analyst,Financial Services,Mass Customer,N,Yes,18
2165,Marlie,Teesdale,U,16,,123.91,Civil Engineer,Manufacturing,Affluent Customer,N,No,
2166,Mareah,Woodnutt,Female,78,11/9/1984,39,Nurse,Property,Mass Customer,N,No,16
2167,Laina,Semorad,Female,31,7/11/1997,26,Librarian,Entertainment,Mass Customer,N,No,1
2168,Levon,Woollard,Male,83,11/16/1974,49,VP Accounting,Financial Services,Mass Customer,N,Yes,17
2169,Jarrad,Atwell,Male,80,2/28/1979,45,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18
2170,Dewitt,Laight,Male,27,4/27/1963,61,Geological Engineer,Manufacturing,Affluent Customer,N,No,6
2171,Laryssa,Maes,Female,21,2/10/1970,54,Pharmacist,Health,High Net Worth,N,No,10
2172,Emmery,Angrock,Male,6,1/5/1979,45,Information Systems Manager,Health,Affluent Customer,N,Yes,13
2173,Gracia,McAteer,Female,27,9/21/1976,47,Help Desk Technician,IT,Mass Customer,N,Yes,22
2174,Rock,Vickerstaff,Male,32,9/21/1962,61,Account Executive,Argiculture,High Net Worth,N,No,11
2175,Elvyn,Bullas,Male,23,11/1/1985,38,Web Developer III,Health,Mass Customer,N,No,13
2176,Josie,Gallemore,Female,79,11/9/1962,61,Accountant II,Property,High Net Worth,N,Yes,12
2177,Waverly,Creebo,Male,35,10/8/1977,46,Social Worker,Health,Mass Customer,N,No,9
2178,Veriee,Colthard,Female,20,3/18/1954,70,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12
2179,Benson,cornhill,Male,15,8/20/1960,63,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17
2180,Urbanus,Trevaskus,Male,98,1/11/1960,64,Chief Design Engineer,n/a,High Net Worth,N,Yes,13
2181,Tobe,Roxby,Male,99,7/17/1974,49,Account Executive,IT,Mass Customer,N,Yes,8
2182,Symon,Minchin,Male,47,4/23/1967,57,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16
2183,Jillie,Fyndon,Female,61,2/7/1972,52,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7
2184,Lamar,Gladman,Male,49,12/5/1971,52,Statistician III,Health,Mass Customer,N,No,11
2185,Gayle,Gridley,Female,40,10/15/1963,60,Human Resources Assistant II,Property,Mass Customer,N,No,19
2186,Carolina,Sexty,Female,61,3/18/1963,61,Clinical Specialist,Health,High Net Worth,N,No,5
2187,Brunhilde,Kendall,Female,52,12/27/1997,26,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2
2188,Zonnya,Fayter,Female,85,4/3/1972,52,Nurse Practicioner,n/a,Mass Customer,N,No,17
2189,Thedric,,Male,43,2/25/1998,26,Safety Technician II,Financial Services,High Net Worth,N,No,4
2190,Maressa,Kondrachenko,Female,77,4/17/1979,45,,IT,Affluent Customer,N,No,13
2191,Alley,Fitchell,Male,2,5/11/1976,47,Payment Adjustment Coordinator,n/a,Mass Customer,N,Yes,4
2192,Hubie,Leipold,Male,93,8/27/1966,57,Staff Accountant II,n/a,Mass Customer,N,No,14
2193,Roldan,Carrington,Male,66,12/16/1955,68,Developer III,n/a,Mass Customer,N,Yes,6
2194,Johnette,O'Fergus,Female,79,9/10/1958,65,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11
2195,Nevsa,Taill,Female,94,5/2/1987,37,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13
2196,Skylar,Brise,Male,66,6/8/1976,47,Media Manager I,Retail,High Net Worth,N,Yes,7
2197,Filip,Willows,Male,32,9/16/1993,30,Programmer Analyst I,Financial Services,Mass Customer,N,No,7
2198,Marijn,Arnoll,Male,1,1/10/1998,26,Editor,Property,Affluent Customer,N,Yes,1
2199,Leigha,Ranger,Female,89,2/9/1983,41,Account Coordinator,Property,High Net Worth,N,Yes,13
2200,Teodoor,Lovelace,Male,23,7/13/1986,37,Community Outreach Specialist,n/a,Affluent Customer,N,Yes,16
2201,Trisha,Basset,Female,56,12/12/1998,25,Design Engineer,Financial Services,Affluent Customer,N,Yes,1
2202,Diannne,Neissen,Female,46,8/19/1977,46,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8
2203,Ganny,Alessandrelli,Male,13,12/23/1998,25,Sales Associate,Health,High Net Worth,N,Yes,2
2204,Kacie,Barthram,Female,16,9/7/1967,56,Librarian,Entertainment,High Net Worth,N,No,7
2205,Birk,Elphey,U,76,,123.91,Accounting Assistant III,IT,Mass Customer,N,No,
2206,Osmond,McCamish,Male,60,5/25/1957,66,Structural Engineer,Financial Services,Affluent Customer,N,No,14
2207,Junia,Gall,Female,93,1/26/1979,45,Web Designer IV,Manufacturing,Mass Customer,N,Yes,16
2208,Lavena,Embling,Female,59,5/7/1954,70,,n/a,Mass Customer,N,No,9
2209,Rriocard,Gavan,Male,4,8/4/1993,30,Registered Nurse,Health,Affluent Customer,N,Yes,3
2210,Kirby,Cameron,Male,16,11/24/1985,38,Registered Nurse,Health,High Net Worth,N,No,5
2211,Carmelita,Matuskiewicz,Female,3,8/27/1975,48,,Manufacturing,Mass Customer,N,Yes,18
2212,Adrianne,Raoux,Female,22,5/13/1974,49,Technical Writer,Manufacturing,Affluent Customer,N,Yes,20
2213,Jesse,Leyshon,Female,70,5/7/1996,27,Legal Assistant,n/a,Affluent Customer,N,Yes,6
2214,Farlay,Plevey,Male,52,3/26/1957,67,,Manufacturing,High Net Worth,N,Yes,8
2215,Viola,Wadhams,Female,50,2/20/1971,53,Structural Engineer,Financial Services,Mass Customer,N,Yes,18
2216,Clarinda,Woffinden,Female,29,1/2/1962,62,Systems Administrator II,Property,High Net Worth,N,Yes,10
2217,Kristofor,Juris,Male,98,10/17/1981,42,Paralegal,Financial Services,Mass Customer,N,No,16
2218,Madelena,Blincoe,Female,94,5/27/1992,31,Senior Sales Associate,Health,Affluent Customer,N,No,4
2219,Ansel,Napier,Male,73,3/1/1982,42,Senior Quality Engineer,n/a,High Net Worth,N,Yes,3
2220,Curr,Jancey,Male,35,5/13/1959,65,Legal Assistant,Financial Services,Mass Customer,N,Yes,13
2221,Tye,Scottini,Male,80,11/7/1995,28,General Manager,Argiculture,Affluent Customer,N,No,7
2222,Caroline,Grabban,Female,20,8/26/1974,49,Professor,Financial Services,Mass Customer,N,No,14
2223,Sarita,Georgiev,Female,38,1/29/1981,43,Professor,Health,Mass Customer,N,No,12
2224,Sydel,Seccombe,Female,3,8/18/1998,25,Budget/Accounting Analyst III,Retail,High Net Worth,N,Yes,4
2225,Christina,Easum,Female,45,4/2/1988,36,Occupational Therapist,Health,Affluent Customer,N,No,19
2226,Hedvig,Flatt,Female,10,7/22/1955,68,Biostatistician II,Entertainment,Mass Customer,N,No,11
2227,Duff,Kemble,Male,45,7/16/1976,47,Systems Administrator I,Property,Affluent Customer,N,Yes,9
2228,Rosita,Soppeth,Female,12,3/9/1956,68,Geological Engineer,Manufacturing,High Net Worth,N,No,9
2229,Linette,Gotmann,Female,76,4/10/1959,65,Cost Accountant,Financial Services,Affluent Customer,N,Yes,7
2230,Gertruda,Shrimpling,Female,53,12/22/1977,46,,n/a,Mass Customer,N,No,19
2231,Rasla,Landreth,Female,68,9/25/1959,64,Accounting Assistant II,n/a,Mass Customer,N,No,13
2232,Nev,Malone,Male,69,5/7/1990,33,Help Desk Technician,n/a,Mass Customer,N,Yes,11
2233,Cassi,Killingworth,Female,49,9/4/1973,50,Sales Associate,n/a,Mass Customer,N,Yes,8
2234,Dylan,Hanvey,Male,48,9/9/1986,37,Electrical Engineer,Manufacturing,Mass Customer,N,No,18
2235,Maxine,Cauldwell,Female,75,10/2/1979,44,Social Worker,Health,Affluent Customer,N,No,16
2236,Arin,Crickmoor,Male,0,4/16/1968,56,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13
2237,Julia,Walden,Female,83,6/26/1969,54,,n/a,Mass Customer,N,Yes,9
2238,Nata,Plinck,Female,96,9/14/1978,45,Director of Sales,Retail,Mass Customer,N,Yes,14
2239,Jocelyne,Pasquale,Female,0,1/11/1960,64,Associate Professor,Property,High Net Worth,N,Yes,8
2240,Niall,Hallifax,Male,4,7/25/1969,54,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16
2241,Augy,Jerrems,Male,45,2/23/1975,49,Paralegal,Financial Services,High Net Worth,N,No,10
2242,Elsy,Springell,Female,25,9/24/1977,46,VP Sales,n/a,Mass Customer,N,Yes,21
2243,Lena,Cronshaw,Female,76,8/28/1976,47,Business Systems Development Analyst,n/a,Affluent Customer,N,Yes,7
2244,Sidney,Cargon,Male,97,5/10/1972,52,Software Test Engineer III,Manufacturing,Mass Customer,N,No,5
2245,Elsinore,Banbrook,Female,11,4/21/1980,44,Marketing Manager,Argiculture,Mass Customer,N,No,3
2246,Giraldo,Lacer,Male,16,1/24/1979,45,Database Administrator III,n/a,Mass Customer,N,Yes,13
2247,Gweneth,Wilkins,Female,17,1/20/1995,29,Teacher,Retail,High Net Worth,N,Yes,1
2248,Helsa,Grandisson,Female,33,5/23/1996,27,Software Engineer I,Manufacturing,Mass Customer,N,No,1
2249,Kiele,Caghan,Female,7,11/11/1996,27,,Financial Services,Mass Customer,N,No,5
2250,De witt,Gleave,Male,72,6/26/1992,31,,Telecommunications,High Net Worth,N,No,7
2251,Leslie,Shotboult,Male,68,8/19/1959,64,,Property,High Net Worth,N,No,19
2252,Darcey,Annis,U,31,,123.91,Teacher,IT,High Net Worth,N,Yes,
2253,Gracie,Kubacki,Female,28,2/8/1959,65,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,13
2254,Ann,Beek,Female,36,10/21/1955,68,Programmer Analyst II,Health,Affluent Customer,N,No,18
2255,Iorgo,Krol,Male,92,7/11/1992,31,Dental Hygienist,Health,Affluent Customer,N,Yes,5
2256,Mara,Rosterne,Female,28,2/26/1978,46,Marketing Manager,Retail,Mass Customer,N,No,15
2257,Siward,Corradino,Male,27,10/13/1977,46,Librarian,Entertainment,Mass Customer,N,No,15
