transaction_id,product_id,customer_id,transaction_date,Recency,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation
8932,27,2565,9/6/2017,115,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,10/11/1992,110.81,Female,62,8/17/1969,54,Junior Executive,Health,Affluent Customer,N,Yes,9,,2007,NSW,Australia,11
8933,55,1124,4/13/2017,261,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,6/17/2015,1295.43,Male,36,2/3/1965,59,Health Coach III,Health,Affluent Customer,N,Yes,9,,2118,NSW,Australia,11
8935,66,2476,12/4/2017,26,FALSE,Approved,Solex,Standard,medium,medium,1163.89,589.27,7/9/2016,574.62,Male,13,9/25/1956,67,Administrative Officer,Property,High Net Worth,N,No,17,,4118,QLD,Australia,5
8936,30,1988,7/13/2017,170,FALSE,Approved,Solex,Standard,high,medium,748.17,448.9,4/11/2015,299.27,Male,27,4/15/1957,67,Recruiting Manager,Property,Mass Customer,N,No,8,,3216,VIC,Australia,5
8937,62,1154,2/22/2017,311,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,6/23/1993,179.44,Male,26,11/24/1974,49,Research Nurse,Health,Mass Customer,N,Yes,20,,2222,NSW,Australia,11
8938,61,2351,5/15/2017,229,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,10/22/2005,14.23,Female,35,3/15/1992,32,Assistant Professor,Retail,Affluent Customer,N,Yes,10,,3181,VIC,Australia,10
8940,91,2462,9/12/2017,109,FALSE,Cancelled,Solex,Standard,medium,medium,100.35,75.26,7/26/1999,25.09,Male,17,7/5/1980,43,Assistant Media Planner,Entertainment,Affluent Customer,N,No,21,,3028,VIC,Australia,8
8941,90,1619,3/22/2017,283,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,6/9/2013,72.6,Male,83,12/22/1971,52,Staff Accountant III,n/a,Mass Customer,N,Yes,6,,2089,NSW,Australia,10
8942,17,3177,2/5/2017,328,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,11/9/1996,409.86,Male,93,5/7/1978,46,Database Administrator IV,n/a,Affluent Customer,N,No,6,,2085,NSW,Australia,10
8943,91,3189,11/4/2017,56,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,7/26/1999,25.09,Male,40,3/1/1963,61,Environmental Specialist,Financial Services,Mass Customer,N,No,11,,4205,QLD,Australia,3
8944,89,2082,1/22/2017,342,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1/5/2003,1305.25,Female,38,12/7/1979,44,Legal Assistant,Health,Affluent Customer,N,Yes,19,,2469,NSW,Australia,1
8945,12,2635,10/17/2017,74,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,8/17/2004,1069.55,Male,45,1/3/1959,65,Nurse,Retail,Mass Customer,N,No,14,,3279,VIC,Australia,8
8947,6,148,1/17/2017,347,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,11/7/1991,91.15,Female,69,5/8/1981,43,Programmer Analyst III,n/a,Mass Customer,N,Yes,5,,3216,VIC,Australia,8
8948,1,1371,12/4/2017,26,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,4/16/2011,448.68,Female,39,8/2/1959,64,Design Engineer,Retail,Mass Customer,N,Yes,13,,3840,VIC,Australia,1
8949,4,3067,5/19/2017,225,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,9/28/2004,451.65,Female,8,1/13/1991,33,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9,,3806,VIC,Australia,6
8951,37,2202,3/31/2017,274,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,5/10/1997,1544.61,Female,46,8/19/1977,46,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8,,2099,NSW,Australia,11
8952,30,556,6/25/2017,188,FALSE,Approved,Solex,Standard,high,medium,748.17,448.9,11/10/1991,299.27,Female,69,9/8/1957,66,Junior Executive,n/a,Mass Customer,N,No,11,,2478,NSW,Australia,8
8953,29,436,11/10/2017,50,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,11/22/2016,135.85,Male,75,12/24/1957,66,Internal Auditor,IT,Mass Customer,N,No,18,,2085,NSW,Australia,10
8954,6,750,7/27/2017,156,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,8/4/2007,91.15,Male,42,4/8/1995,29,Analyst Programmer,Retail,Affluent Customer,N,Yes,7,,2263,NSW,Australia,8
8955,12,2572,5/12/2017,232,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,8/17/2004,1069.55,Female,30,12/30/1980,43,Engineer III,Financial Services,Mass Customer,N,No,13,,2075,NSW,Australia,10
8957,6,2530,8/20/2017,132,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,8/5/2003,91.15,Female,63,8/3/1960,63,Business Systems Development Analyst,Property,Mass Customer,N,Yes,18,,2567,NSW,Australia,8
8958,0,1640,3/24/2017,281,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,6/4/2012,133.38,Male,37,2/17/1995,29,Accountant I,n/a,High Net Worth,N,Yes,3,,4551,QLD,Australia,6
8959,35,928,10/4/2017,87,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2/7/2003,448.68,Male,61,5/14/1973,50,Associate Professor,n/a,High Net Worth,N,Yes,18,,3158,VIC,Australia,8
8960,97,730,8/15/2017,137,FALSE,Approved,Solex,Standard,medium,large,202.62,151.96,3/29/2016,50.66,Male,42,7/25/1968,55,Web Designer IV,n/a,Mass Customer,N,No,14,,3183,VIC,Australia,10
8961,29,1181,3/5/2017,300,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,11/22/2016,135.85,Female,2,6/6/1978,45,Tax Accountant,Argiculture,Mass Customer,N,No,8,,4217,QLD,Australia,8
8962,39,3061,9/22/2017,99,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,4/12/1993,1230.27,Female,51,3/18/1991,33,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3,,2530,NSW,Australia,8
8963,88,1695,9/28/2017,93,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,5/5/2010,182.81,Female,11,5/18/1991,32,Environmental Specialist,n/a,High Net Worth,N,Yes,4,,2112,NSW,Australia,8
8964,73,941,11/25/2017,35,TRUE,Approved,Solex,Standard,medium,medium,1945.43,333.18,2/16/2003,1612.25,Male,13,2/2/1995,29,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1,,4507,QLD,Australia,8
8965,21,2629,11/16/2017,44,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,3/3/2014,1103.43,Female,60,8/13/1976,47,Engineer IV,Entertainment,High Net Worth,N,No,19,,2000,NSW,Australia,9
8966,33,985,12/16/2017,14,FALSE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,3/19/2008,199.1,Female,29,9/30/1970,53,Help Desk Operator,Retail,High Net Worth,N,No,15,,4500,QLD,Australia,4
8967,0,1636,5/14/2017,230,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,5/10/2005,72.6,Female,65,5/12/1980,43,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,5,,2478,NSW,Australia,8
8968,34,1422,11/13/2017,47,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,3/19/2008,309.81,Male,31,3/13/1972,52,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,16,,2769,NSW,Australia,10
8969,0,1165,10/11/2017,80,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1/16/2004,143.36,Female,58,6/23/1993,30,Administrative Assistant IV,Financial Services,High Net Worth,N,No,2,,2710,NSW,Australia,1
8970,75,1054,4/28/2017,246,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,10/10/2014,1010.02,Male,27,8/9/1983,40,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13,,2118,NSW,Australia,11
8971,36,2625,1/23/2017,341,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,5/10/1997,437.46,Female,45,3/16/1972,52,Research Assistant I,Manufacturing,Affluent Customer,N,Yes,8,,3810,VIC,Australia,6
8972,63,1675,1/17/2017,347,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.59,10/2/1992,1383.61,Male,76,8/14/1955,68,Engineer I,Manufacturing,Affluent Customer,N,Yes,14,,3068,VIC,Australia,12
8973,84,2573,11/15/2017,45,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,12/18/2004,75.48,Female,72,9/23/1954,69,Software Engineer I,n/a,Mass Customer,N,No,10,,2233,NSW,Australia,9
8974,98,2329,12/20/2017,10,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1/16/2004,143.36,Female,7,12/19/1957,66,Computer Systems Analyst II,IT,Affluent Customer,N,No,20,,2285,NSW,Australia,6
8976,60,3426,11/15/2017,45,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,8/24/2011,217.51,Male,40,4/18/1959,65,Assistant Media Planner,Entertainment,Mass Customer,N,No,17,,2750,NSW,Australia,8
8977,29,2182,2/2/2017,331,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,10/10/2002,834.94,Male,47,4/23/1967,57,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16,,4350,QLD,Australia,7
8978,86,358,2/27/2017,306,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,8/7/2004,110.56,Female,54,12/27/1985,38,Accounting Assistant IV,n/a,Mass Customer,N,No,18,,2170,NSW,Australia,9
8979,87,1956,11/27/2017,33,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,9/10/2003,471.6,Male,36,7/8/1994,29,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3,,4017,QLD,Australia,3
8980,27,2641,10/11/2017,80,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,6/23/1999,110.81,Female,71,3/22/1977,47,Software Test Engineer I,n/a,Mass Customer,N,Yes,12,,2031,NSW,Australia,12
8981,14,584,8/20/2017,132,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,3/12/2013,152.55,Female,10,9/15/1995,28,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,19,,2300,NSW,Australia,10
8982,17,353,3/28/2017,277,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,11/5/2010,409.86,Female,9,10/9/1980,43,Information Systems Manager,n/a,Mass Customer,N,No,3,,3134,VIC,Australia,9
8983,85,1595,5/11/2017,233,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,8/10/2015,827.16,Female,15,2/21/1976,48,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,11,,3197,VIC,Australia,9
8984,0,1731,10/27/2017,64,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,5/10/2005,72.6,Female,26,3/11/1959,65,Health Coach III,Health,High Net Worth,N,Yes,19,,4161,QLD,Australia,5
8985,77,863,6/20/2017,193,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1/10/2011,445.21,Female,19,9/10/1961,62,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5,,3623,VIC,Australia,1
8986,3,1095,12/16/2017,14,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,8/24/2011,1702.55,Female,2,8/29/1958,65,Project Manager,Health,Mass Customer,N,No,6,,2101,NSW,Australia,9
8987,73,2386,10/7/2017,84,FALSE,Approved,Solex,Standard,medium,medium,1945.43,333.18,8/31/2002,1612.25,Female,93,7/6/1997,26,Compensation Analyst,Financial Services,Mass Customer,N,No,2,,2200,NSW,Australia,9
8988,28,1084,4/2/2017,272,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,8/5/1991,133.78,Female,54,5/18/1994,29,Accounting Assistant I,Retail,Affluent Customer,N,No,8,,2322,NSW,Australia,4
8989,0,621,6/26/2017,187,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,9/10/2003,41.13,Male,78,11/29/1964,59,Systems Administrator III,n/a,High Net Worth,N,No,14,,2763,NSW,Australia,7
8990,45,1439,8/15/2017,137,TRUE,Approved,Solex,Standard,medium,medium,441.49,84.99,4/12/1993,356.5,Male,97,7/28/1965,58,GIS Technical Architect,Retail,Mass Customer,N,No,19,,2154,NSW,Australia,10
8991,31,3066,5/12/2017,232,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,10/11/1992,57.73,Female,29,1/14/1995,29,Paralegal,Financial Services,Affluent Customer,N,Yes,2,,3107,VIC,Australia,10
8992,26,960,10/13/2017,78,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,11/10/2006,1230.3,Male,1,10/10/1968,55,GIS Technical Architect,Health,Mass Customer,N,Yes,12,,3030,VIC,Australia,8
8993,1,2806,6/8/2017,205,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,12/2/2012,448.68,Male,60,5/18/1986,37,Programmer Analyst II,Manufacturing,Mass Customer,N,Yes,3,,3130,VIC,Australia,5
8994,58,1790,9/21/2017,100,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,10/18/2015,771.12,Male,90,9/25/1993,30,Budget/Accounting Analyst IV,Health,Affluent Customer,N,No,1,,2147,NSW,Australia,10
8995,14,2968,7/12/2017,171,FALSE,Approved,Solex,Standard,high,large,1842.92,1105.75,10/24/1995,737.17,Male,38,11/25/1977,46,Human Resources Assistant III,Retail,High Net Worth,N,No,16,,4014,QLD,Australia,8
8996,57,2726,5/30/2017,214,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1/21/1991,1630.25,Male,49,3/18/1976,48,Administrative Officer,Financial Services,Affluent Customer,N,No,4,,2261,NSW,Australia,7
8997,66,377,7/5/2017,178,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,11/5/2010,64.93,Male,65,5/19/1999,24,Staff Scientist,Argiculture,Mass Customer,N,No,1,,2265,NSW,Australia,5
8998,22,1185,1/13/2017,351,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,5/7/2011,15.08,Female,17,7/23/2000,23,VP Product Management,n/a,Mass Customer,N,Yes,2,,2213,NSW,Australia,10
8999,29,1728,9/24/2017,97,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,11/22/2016,135.85,Male,41,5/4/1977,47,Paralegal,Financial Services,Affluent Customer,N,No,22,,2770,NSW,Australia,8
9000,42,3109,3/23/2017,282,FALSE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,10/1/2006,199.1,Female,75,6/23/1958,65,Automation Specialist II,Health,Mass Customer,N,Yes,10,,2170,NSW,Australia,9
9002,25,1419,2/14/2017,319,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,10/11/1992,709.34,Male,5,1/11/1967,57,Physical Therapy Assistant,Financial Services,Mass Customer,N,Yes,4,,2767,NSW,Australia,9
9003,93,3327,10/11/2017,80,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,11/3/2000,834.94,Male,84,2/2/1973,51,Teacher,Manufacturing,Mass Customer,N,No,15,,3337,VIC,Australia,4
9004,38,2132,11/11/2017,49,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,4/10/2012,1702.55,Female,16,2/2/1985,39,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22,,2145,NSW,Australia,9
9005,50,2730,7/7/2017,176,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2/16/2003,43.97,Male,15,11/27/1960,63,Senior Financial Analyst,Financial Services,Mass Customer,N,No,11,,4165,QLD,Australia,7
9006,44,3283,11/16/2017,44,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,11/25/2001,1660.88,Female,46,1/15/1979,45,Administrative Officer,Property,Mass Customer,N,Yes,6,,2759,NSW,Australia,8
9007,83,1929,1/8/2017,356,FALSE,Approved,Solex,Touring,medium,large,2083.94,675.03,9/16/2013,1408.91,Female,79,10/12/1986,37,Food Chemist,Health,Affluent Customer,N,No,20,,3976,VIC,Australia,7
9008,79,3293,11/25/2017,35,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,9/16/2013,1408.91,Female,98,1/22/1986,38,Automation Specialist IV,n/a,High Net Worth,N,No,17,,2130,NSW,Australia,11
9009,1,1969,10/30/2017,61,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2/7/2003,448.68,Male,54,7/6/1961,62,Teacher,IT,Mass Customer,N,Yes,19,,3156,VIC,Australia,8
9010,10,2401,9/16/2017,105,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,8/4/2007,1103.43,Male,7,7/31/1977,46,Staff Scientist,n/a,Mass Customer,N,Yes,15,,3807,VIC,Australia,6
9011,86,1533,1/5/2017,359,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,12/16/1998,110.56,Female,59,7/2/1977,46,Social Worker,Health,Affluent Customer,N,Yes,8,,2567,NSW,Australia,10
9012,57,1022,10/8/2017,83,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,9/9/1994,1630.25,Female,56,3/4/1990,34,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14,,2136,NSW,Australia,10
9013,44,3169,1/5/2017,359,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,11/25/2001,1660.88,Male,96,1/12/1964,60,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19,,3027,VIC,Australia,7
9014,53,853,1/8/2017,356,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,5/22/2000,693.76,Female,26,10/4/1981,42,Media Manager I,Retail,Mass Customer,N,Yes,16,,2650,NSW,Australia,2
9015,24,2560,4/21/2017,253,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,5/7/2011,957.02,Male,7,10/1/1980,43,Developer IV,n/a,Mass Customer,N,No,21,,2000,NSW,Australia,8
9016,43,1482,10/23/2017,68,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47,Male,29,4/30/1979,45,Electrical Engineer,Manufacturing,Mass Customer,N,No,12,,2428,NSW,Australia,8
9017,42,3133,4/21/2017,253,FALSE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,3/19/2008,199.1,Female,89,5/10/1999,24,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2,,2566,NSW,Australia,8
9018,67,432,5/15/2017,229,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,8/20/2010,167.21,Male,83,2/12/1990,34,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,,2065,NSW,Australia,10
9019,89,2993,5/15/2017,229,FALSE,Cancelled,WeareA2B,Touring,medium,large,1362.99,57.74,4/20/1993,1305.25,Female,85,3/7/1995,29,Graphic Designer,Financial Services,Affluent Customer,N,No,4,,2138,NSW,Australia,9
9020,41,3014,9/29/2017,92,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,12/7/2005,209.84,Female,59,3/30/2001,23,Software Engineer II,n/a,High Net Worth,N,No,1,,2065,NSW,Australia,10
9021,8,3434,10/27/2017,64,FALSE,Approved,Solex,Road,medium,small,1703.52,1516.13,4/16/2011,187.39,Female,20,12/5/1973,50,Account Coordinator,Health,Mass Customer,N,No,16,,3149,VIC,Australia,11
9022,88,1546,3/3/2017,302,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,5/10/2005,817.36,Female,22,10/28/1956,67,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,,2153,NSW,Australia,10
9023,21,474,9/24/2017,97,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,4/5/1996,690.49,Female,86,1/15/1983,41,Geologist IV,Entertainment,Affluent Customer,N,No,18,,2567,NSW,Australia,9
9024,2,635,9/14/2017,107,FALSE,Approved,Solex,Standard,medium,medium,71.49,53.62,9/15/2012,17.87,Female,78,9/25/1976,47,Programmer Analyst IV,n/a,Mass Customer,N,Yes,9,,2145,NSW,Australia,8
9025,46,1348,9/7/2017,114,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,7/20/1999,1544.61,Male,88,4/10/1984,40,VP Sales,n/a,High Net Worth,N,No,13,,3630,VIC,Australia,2
9026,72,2630,4/7/2017,267,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,12/6/2016,90.1,Male,76,12/17/1978,45,Senior Sales Associate,Retail,Mass Customer,N,No,10,,2304,NSW,Australia,5
9027,38,1527,2/4/2017,329,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.51,3/16/2011,751.02,Male,23,10/15/1997,26,Chemical Engineer,Manufacturing,Mass Customer,N,No,2,,2848,NSW,Australia,1
9028,59,218,7/2/2017,181,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1/5/2003,155.65,Female,37,8/6/1993,30,Administrative Officer,Property,High Net Worth,N,Yes,8,,2015,NSW,Australia,8
9029,48,1000,10/21/2017,70,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,7/28/2014,812.44,Female,44,8/7/1978,45,Compensation Analyst,Financial Services,Mass Customer,N,No,11,,3136,VIC,Australia,9
9031,32,748,4/27/2017,247,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,8/25/1997,471.6,Female,51,4/21/1981,43,VP Marketing,Financial Services,High Net Worth,N,No,7,,2176,NSW,Australia,9
9032,17,2333,5/8/2017,236,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,4/5/1996,409.86,Male,82,4/19/1966,58,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,10,,3108,VIC,Australia,10
9033,31,2088,12/21/2017,9,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,12/19/1995,57.73,Male,2,10/9/1969,54,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14,,4551,QLD,Australia,7
9035,56,3245,7/28/2017,155,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,10/2/1993,75.75,Male,86,3/27/1959,65,Graphic Designer,IT,High Net Worth,N,No,7,,2145,NSW,Australia,8
9036,81,818,10/3/2017,88,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,7/10/1991,64.51,Female,17,12/21/1973,50,Chemical Engineer,Manufacturing,Mass Customer,N,No,11,,2067,NSW,Australia,11
9038,1,3165,3/5/2017,300,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,11/14/2016,448.68,Female,56,5/18/1975,48,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10,,2745,NSW,Australia,9
9039,4,8,10/21/2017,70,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,3/18/2003,451.65,Male,31,3/30/1962,62,Media Manager I,n/a,Mass Customer,N,No,7,,2650,NSW,Australia,4
9040,65,2860,1/8/2017,356,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,5/21/2015,1028.76,Female,13,10/2/1995,28,Physical Therapy Assistant,n/a,Mass Customer,N,No,1,,2564,NSW,Australia,7
9041,6,1153,12/13/2017,17,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,8/5/2003,91.15,Female,53,1/17/1995,29,Desktop Support Technician,Health,Mass Customer,N,Yes,3,,4127,QLD,Australia,4
9042,15,1957,10/10/2017,81,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,12/7/2005,209.84,Male,1,9/19/1977,46,Accountant IV,Property,Affluent Customer,N,No,4,,3108,VIC,Australia,10
9043,14,2943,5/26/2017,218,FALSE,Approved,Solex,Standard,high,large,1842.92,1105.75,10/24/1995,737.17,Male,65,1/10/1979,45,VP Sales,n/a,High Net Worth,N,No,17,,4157,QLD,Australia,3
9046,93,1720,7/17/2017,166,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,8/10/1994,834.94,Female,96,10/6/1986,37,Staff Accountant II,Financial Services,Mass Customer,N,Yes,13,,3040,VIC,Australia,11
9047,17,2951,3/21/2017,284,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,4/20/1993,1305.25,Male,13,9/25/1977,46,Community Outreach Specialist,Financial Services,High Net Worth,N,No,12,,3437,VIC,Australia,8
9048,47,2127,11/28/2017,32,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,10/1/2006,189.28,Female,66,2/15/1974,50,Web Designer I,Manufacturing,Mass Customer,N,No,7,,3207,VIC,Australia,12
9049,28,1985,1/12/2017,352,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,3/22/2002,133.78,Female,1,12/2/1978,45,Computer Systems Analyst I,n/a,Mass Customer,N,Yes,16,,2233,NSW,Australia,10
9050,49,2550,6/9/2017,204,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,10/4/1997,133.38,Male,34,8/12/1997,26,Pharmacist,Health,Mass Customer,N,Yes,4,,3000,VIC,Australia,6
9052,99,2067,9/28/2017,93,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,8/10/1994,456.45,Male,81,5/5/1979,45,Registered Nurse,Health,Mass Customer,N,No,17,,2153,NSW,Australia,10
9053,98,662,4/21/2017,253,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1/16/2004,143.36,Female,41,7/4/1967,56,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,,3084,VIC,Australia,9
9055,18,706,7/30/2017,153,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,5/22/2000,459.46,Male,44,1/6/1990,34,Media Manager IV,Financial Services,High Net Worth,N,Yes,5,,3480,VIC,Australia,1
9056,22,2285,7/11/2017,172,TRUE,Approved,Solex,Standard,medium,medium,575.27,431.45,3/12/2013,143.82,Female,71,10/27/1973,50,Quality Control Specialist,Health,High Net Worth,N,No,5,,3631,VIC,Australia,6
9058,21,761,7/24/2017,159,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,12/19/1995,690.49,Male,12,11/27/1977,46,Media Manager II,Health,Affluent Customer,N,Yes,4,,2293,NSW,Australia,9
9059,14,619,2/25/2017,308,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,8/5/2003,152.55,Male,39,8/14/1977,46,Speech Pathologist,Property,Mass Customer,N,No,20,,2066,NSW,Australia,9
9060,21,1398,7/6/2017,177,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,11/10/1991,690.49,Female,11,11/29/1966,57,Project Manager,Manufacturing,Mass Customer,N,No,17,,3048,VIC,Australia,6
9061,94,2796,1/2/2017,362,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,6/9/2013,641.64,Female,52,11/1/1977,46,Web Designer II,Manufacturing,Mass Customer,N,No,9,,2343,NSW,Australia,2
9062,74,1959,5/10/2017,234,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1/25/1997,827.16,Male,3,9/18/1978,45,Director of Sales,Health,Mass Customer,N,Yes,16,,4152,QLD,Australia,9
9064,93,1602,10/13/2017,78,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,11/3/2000,834.94,Male,68,1/9/1979,45,Professor,Retail,Mass Customer,N,No,15,,2777,NSW,Australia,9
